98
4184
false
0 8 16
5 7 13
5 10 8
5 68 0
5 71 12
5 66 9
5 67 17
5 39 17
5 21 14
5 96 6
5 1 4
5 35 10
5 52 8
5 79 8
5 94 7
5 12 9
5 13 7
5 97 8
5 6 14
5 91 9
5 37 1
5 89 0
5 86 18
5 51 17
5 47 11
5 95 11
5 76 8
5 26 0
5 63 11
5 81 4
5 80 5
5 78 3
5 60 14
5 87 9
5 41 10
5 15 16
5 23 16
5 83 6
5 72 3
5 53 3
5 29 10
5 45 5
5 8 13
5 70 7
5 88 0
5 77 1
5 50 7
5 46 5
5 31 16
5 2 16
5 44 16
5 64 5
5 20 10
5 18 10
5 93 10
5 38 12
5 54 0
5 3 1
5 55 4
5 58 15
5 82 8
5 59 7
5 90 2
5 9 0
5 61 4
5 56 6
5 74 14
5 4 11
5 40 11
5 62 11
5 43 7
5 22 18
5 84 2
5 28 12
5 30 5
5 36 5
5 92 11
5 16 6
5 57 2
5 19 7
5 25 15
5 24 12
5 14 12
5 73 2
5 0 11
5 49 2
5 11 16
5 75 15
5 17 4
5 69 4
6 79 1
6 23 15
6 31 14
6 18 3
6 39 13
6 8 12
6 58 6
6 2 15
6 34 15
6 28 3
6 77 5
6 91 7
6 35 17
6 52 6
6 81 4
6 83 5
6 75 1
6 76 3
6 0 8
6 69 10
6 4 17
6 37 8
6 74 11
6 45 14
6 10 18
6 51 5
6 48 15
6 46 5
6 9 13
6 26 0
6 17 5
6 61 4
6 95 2
6 82 13
6 22 14
6 88 8
6 27 3
7 73 8
7 15 0
7 37 10
7 93 2
7 66 3
7 75 8
8 19 2
8 38 10
8 1 8
8 27 16
8 58 12
8 73 16
8 66 7
8 96 15
8 25 16
8 15 17
8 3 16
8 52 14
8 86 15
8 4 13
8 62 12
8 31 10
8 89 16
8 79 12
8 85 10
8 74 11
8 47 18
8 5 3
8 12 1
8 87 9
8 49 6
8 97 0
8 42 15
8 91 5
8 13 12
8 81 0
8 35 4
8 32 10
8 70 4
8 46 12
8 88 2
8 41 12
8 48 4
8 55 10
8 2 18
8 75 11
8 16 11
8 51 10
8 6 2
8 83 1
8 82 11
8 95 8
8 20 8
8 54 6
8 71 14
8 34 5
8 30 8
8 84 2
8 92 9
8 93 10
8 23 11
8 56 6
8 0 1
8 67 16
8 24 2
8 63 5
8 37 12
8 44 18
8 36 13
8 21 9
8 53 15
8 59 12
8 61 13
8 94 14
8 14 4
8 60 7
8 17 15
8 9 9
8 68 12
8 33 8
8 80 8
8 39 13
8 26 10
8 7 2
8 64 10
8 28 18
8 11 15
8 57 13
8 29 1
8 90 0
8 65 1
8 43 9
8 50 4
8 78 5
9 81 5
9 3 3
9 31 16
9 58 18
9 53 3
9 12 8
9 94 11
9 89 1
9 95 8
9 78 18
9 11 3
9 56 0
9 54 4
9 68 11
9 61 12
9 10 15
9 13 17
9 60 4
9 39 3
9 6 15
9 14 3
9 41 3
9 23 3
10 3 2
10 70 5
10 85 5
10 40 0
10 33 11
10 31 5
10 37 6
10 68 11
10 38 6
10 1 3
10 60 8
10 9 7
10 47 17
10 26 2
10 83 11
10 15 1
10 21 16
10 11 18
10 4 16
10 51 7
10 12 9
10 88 18
10 76 16
10 78 13
10 44 1
10 71 13
10 56 15
10 48 1
10 50 18
10 34 17
10 86 7
10 43 12
10 49 14
10 58 6
10 72 3
10 54 0
10 61 0
10 91 8
10 93 13
10 27 5
10 69 10
10 57 7
10 13 8
10 46 12
10 16 13
10 7 13
10 8 2
10 45 18
10 77 6
10 22 2
10 0 6
10 79 16
10 64 4
10 95 18
10 2 4
10 62 5
10 30 12
10 53 12
10 39 3
11 93 9
11 85 12
11 31 17
11 27 3
11 18 2
12 9 2
12 78 17
12 51 11
12 24 18
12 22 18
12 50 0
12 31 0
12 44 16
12 40 9
12 77 8
12 96 2
12 53 6
12 45 17
12 52 3
12 41 3
12 89 9
12 54 1
12 42 6
12 6 5
12 91 2
12 3 2
12 35 14
12 4 4
12 28 4
12 37 7
13 45 7
13 10 9
13 19 18
13 55 0
13 63 6
13 93 4
13 16 4
13 12 2
13 9 8
13 31 9
13 46 12
13 61 8
13 75 16
13 54 10
13 24 17
13 80 4
13 89 16
13 14 1
13 4 14
13 35 1
13 91 1
13 26 5
13 8 6
13 57 1
13 37 4
13 39 9
13 81 1
13 76 17
13 3 5
13 88 13
13 74 17
14 3 0
14 32 4
14 37 1
14 57 11
14 70 17
14 35 17
14 93 17
14 17 5
14 63 1
14 21 0
14 18 2
14 72 4
14 47 16
14 24 15
14 43 18
14 71 10
14 31 17
14 28 10
14 7 13
14 52 3
14 58 8
14 13 18
14 41 0
14 15 4
15 62 18
15 79 7
15 81 2
15 96 15
15 36 12
15 9 6
15 4 11
15 67 16
15 93 13
15 32 13
15 74 15
15 46 16
15 28 6
15 33 4
15 2 16
15 55 5
15 24 10
15 61 7
15 23 5
15 17 15
15 11 8
15 94 12
15 49 9
15 20 18
15 88 6
15 90 16
15 12 10
15 69 0
15 92 5
15 70 8
15 72 1
15 51 3
15 66 6
15 14 18
15 84 17
15 16 13
15 86 12
15 91 14
15 59 11
15 85 8
15 68 5
15 6 15
15 40 4
16 8 10
16 53 18
16 97 17
16 36 17
16 95 12
16 60 6
16 33 11
16 34 3
16 86 12
17 74 9
17 28 18
17 49 15
17 69 14
17 25 7
17 19 7
17 47 7
17 6 12
17 33 6
17 24 4
17 97 7
17 84 16
17 60 15
17 81 12
17 90 12
17 46 10
17 21 4
17 9 17
17 13 15
17 41 8
17 95 17
17 70 10
17 40 5
17 76 4
17 88 12
17 50 10
17 37 7
17 64 6
17 5 6
17 66 6
17 57 0
17 61 9
17 27 8
17 80 0
17 53 2
17 54 5
17 18 2
17 58 14
17 29 10
17 79 3
17 1 6
17 44 8
17 20 7
17 52 11
17 96 0
17 72 4
17 30 17
17 14 18
17 56 2
17 93 13
17 91 10
17 83 8
17 55 3
17 78 15
17 38 13
17 0 15
17 10 2
17 32 1
17 86 1
17 94 6
17 35 11
17 3 18
17 87 7
17 82 3
17 73 12
17 4 7
17 2 4
17 16 4
17 36 10
17 34 15
17 23 14
17 89 3
17 31 6
17 62 0
17 75 4
17 22 18
18 7 17
18 11 4
18 69 12
18 65 16
18 79 9
18 88 16
18 73 9
18 35 9
18 34 9
18 76 8
18 45 10
18 19 16
19 6 9
19 94 0
19 11 6
19 89 3
19 70 8
19 46 11
19 36 17
19 15 13
19 10 17
19 43 17
19 16 9
19 31 10
19 27 1
19 24 0
19 47 8
19 68 17
19 51 4
19 37 7
20 63 12
20 86 1
20 19 0
20 60 6
20 34 4
20 71 3
20 58 13
20 37 12
20 43 16
20 96 13
20 80 17
20 97 1
20 48 3
20 10 16
20 13 0
20 76 14
20 15 6
20 24 9
20 55 3
20 52 0
20 4 17
20 36 3
20 47 2
20 32 1
20 85 12
20 2 6
20 21 10
20 22 8
20 56 17
20 75 5
20 62 18
20 79 11
20 28 17
20 89 12
20 3 18
20 39 15
20 25 3
20 35 17
20 33 3
20 1 15
21 15 1
21 25 11
21 36 1
21 26 10
21 65 7
21 20 0
21 33 14
21 75 5
21 87 1
21 77 3
21 19 9
21 69 18
21 39 4
21 31 14
21 44 2
21 23 13
21 2 17
21 88 9
21 0 15
21 58 2
21 34 13
21 54 18
22 43 0
22 41 18
22 2 11
22 49 16
22 55 1
22 85 16
22 37 2
22 79 15
22 75 0
22 10 16
22 30 4
22 47 1
22 8 1
22 87 12
22 78 13
22 20 8
22 13 9
22 93 1
22 11 3
22 92 3
22 34 4
22 69 11
22 59 7
22 28 17
22 54 11
22 32 3
22 1 3
22 86 18
22 19 13
22 38 12
22 74 16
22 62 14
22 0 12
22 84 4
22 76 10
22 16 2
22 35 17
22 26 17
22 83 12
22 68 3
22 53 6
22 14 13
22 66 18
22 25 13
22 24 2
22 12 5
22 88 10
22 31 15
22 89 1
22 4 18
22 65 13
22 96 6
22 40 16
22 50 13
22 33 3
22 82 2
22 5 18
22 18 18
22 36 2
22 73 9
22 9 18
22 77 15
23 20 5
23 53 1
23 4 2
23 27 11
23 6 0
23 82 3
23 14 8
23 87 5
23 57 4
23 38 17
23 45 13
23 22 6
23 31 18
23 46 18
23 40 4
23 0 9
23 85 13
23 15 18
23 75 16
23 91 10
23 89 14
23 51 12
23 42 3
23 50 18
23 94 2
23 8 14
23 65 7
23 25 4
23 7 15
23 39 12
23 69 18
23 30 7
23 64 8
23 32 17
23 56 13
23 97 1
23 60 4
23 78 1
23 36 2
23 58 12
23 77 1
23 76 14
23 33 1
23 83 1
23 43 14
23 81 14
23 52 0
23 18 3
23 67 15
23 41 15
23 73 11
23 17 16
23 68 11
23 26 11
23 29 18
23 80 15
23 48 9
23 12 10
23 54 10
23 90 13
23 10 6
23 37 9
23 72 12
23 47 12
23 66 0
23 5 11
23 92 5
23 2 11
23 21 2
23 35 16
23 44 3
23 59 3
23 96 12
23 93 3
23 3 14
23 88 16
23 9 13
23 84 15
23 1 12
23 55 15
23 71 2
23 13 17
23 24 4
23 74 0
23 11 11
23 95 7
23 86 8
23 16 5
23 28 4
23 62 6
23 19 4
23 61 9
24 85 5
24 29 10
24 6 11
24 93 16
24 47 5
24 73 17
24 35 7
24 55 18
24 68 9
24 22 9
24 33 11
24 53 4
24 44 16
24 11 2
24 25 12
24 89 18
24 23 18
24 26 14
24 19 15
24 56 16
24 46 4
24 61 2
24 7 0
24 59 10
24 72 8
24 38 13
24 58 3
24 39 15
24 14 16
24 76 18
24 78 0
24 51 2
24 3 17
24 28 10
24 92 8
24 20 7
24 15 18
24 96 1
25 55 15
25 80 0
25 5 3
25 38 11
25 88 1
25 41 2
25 32 3
25 58 6
25 81 3
25 42 6
25 37 17
25 53 14
25 47 17
25 83 18
25 67 6
25 76 13
25 39 18
25 12 12
25 54 7
25 16 7
25 79 3
25 6 0
25 10 17
25 50 12
25 90 6
25 7 15
25 9 17
25 73 8
25 8 4
25 70 1
25 45 11
25 74 15
25 0 6
25 35 4
25 26 12
25 91 11
25 66 7
25 17 17
25 18 8
25 77 13
25 86 17
25 49 3
25 29 7
25 33 5
25 93 16
25 1 0
25 44 13
25 94 8
25 56 17
25 89 1
25 14 2
25 71 5
26 4 18
26 64 12
26 48 0
26 29 4
26 2 18
26 67 3
26 60 16
26 85 12
26 36 3
27 78 6
27 42 4
27 21 9
27 60 4
27 77 3
27 36 1
27 92 5
27 8 8
27 9 10
27 37 12
27 24 8
27 56 0
27 26 8
27 2 2
27 28 5
27 81 3
27 87 3
27 79 7
28 41 11
28 72 13
28 63 10
28 25 0
28 78 15
28 33 8
28 70 18
28 80 10
28 53 2
28 0 12
28 20 10
28 42 18
28 44 10
28 95 3
28 90 17
28 73 14
28 36 3
28 88 1
28 48 16
28 8 7
28 22 12
28 54 12
28 19 10
28 85 10
28 30 5
28 92 15
28 21 11
28 5 18
28 94 12
28 71 9
28 55 4
28 65 4
28 11 5
28 79 11
28 27 0
28 14 17
28 31 6
28 37 2
28 84 13
29 95 18
29 27 8
29 79 7
29 77 9
29 82 7
29 88 4
29 74 8
29 76 5
29 54 7
29 67 8
29 45 13
29 71 13
29 75 1
29 90 16
29 64 7
29 96 8
29 50 16
29 13 11
29 21 8
29 2 8
29 16 5
29 32 2
29 91 17
29 8 18
29 20 1
29 62 7
29 61 9
29 11 15
29 10 13
29 59 12
29 40 11
29 7 9
29 15 6
29 41 15
29 49 0
29 36 5
29 28 10
29 92 6
29 66 6
29 9 18
29 39 17
29 5 11
29 87 7
29 19 5
29 6 18
30 42 2
30 21 8
30 80 13
30 74 11
30 43 3
30 4 3
30 51 5
30 65 3
30 9 5
30 52 11
30 64 0
30 78 4
30 75 5
30 91 10
30 47 10
30 90 2
30 11 2
30 41 4
30 55 6
30 49 13
30 15 16
30 88 0
30 24 5
30 6 11
30 16 3
30 87 18
30 36 6
30 54 1
30 44 5
30 81 0
30 85 8
30 50 7
30 40 14
30 13 4
30 34 16
30 22 18
30 48 10
30 59 7
30 72 8
30 56 11
30 61 9
30 60 9
30 45 18
30 1 12
31 78 9
31 80 3
31 70 0
31 84 12
31 61 0
31 32 8
31 50 13
31 5 13
31 20 13
31 77 5
31 51 9
31 90 7
31 25 17
31 42 11
31 39 1
31 24 4
31 71 2
31 18 18
31 57 10
31 17 18
31 41 9
31 23 16
31 38 17
31 47 11
31 86 2
31 37 6
31 63 13
31 19 2
31 43 7
31 93 10
31 3 9
31 29 13
31 34 2
31 56 14
31 88 18
31 22 7
31 53 2
31 76 8
31 14 8
31 64 2
31 94 7
31 33 6
31 95 15
31 8 13
31 21 17
31 9 12
31 69 2
31 15 14
31 68 6
31 72 10
31 60 2
31 45 17
31 79 16
31 54 13
31 59 15
31 2 10
31 40 16
31 35 9
31 16 0
31 91 12
31 13 15
31 82 3
31 83 5
31 74 0
31 75 2
31 55 16
31 12 4
31 58 13
31 10 13
31 26 1
31 49 6
31 73 13
31 81 5
31 1 6
31 46 0
31 6 8
32 43 14
32 55 0
32 65 5
32 35 8
32 0 6
32 4 16
32 94 17
32 62 15
32 6 18
32 60 13
32 25 18
32 22 16
32 76 10
32 79 14
32 33 13
32 2 15
32 15 7
32 48 6
32 93 15
32 12 15
32 38 5
32 85 9
32 73 1
32 86 18
32 80 13
32 13 8
32 1 11
32 72 6
32 59 0
32 17 12
32 52 10
32 30 14
32 92 13
32 8 3
32 69 8
32 90 7
32 95 3
32 87 13
32 27 7
32 34 17
32 78 17
32 50 8
32 28 16
32 61 8
32 29 16
32 9 10
32 83 2
32 36 9
32 5 13
32 16 18
32 77 15
32 41 4
32 19 15
32 89 8
32 97 5
32 3 18
32 75 7
32 57 13
32 45 2
32 66 15
32 67 11
32 81 2
32 96 11
32 21 12
33 10 4
33 72 10
33 44 17
33 40 16
33 24 7
33 37 18
33 74 14
33 79 10
33 60 11
33 32 15
33 69 14
33 57 15
33 4 5
33 83 2
33 27 13
33 9 5
33 71 0
33 29 15
33 41 17
33 91 4
33 95 2
33 82 6
33 81 16
33 47 2
33 90 12
33 21 16
33 23 10
33 38 10
33 31 7
33 20 4
33 56 1
33 34 11
33 58 6
33 70 9
33 94 1
33 51 6
33 54 13
33 5 15
33 45 15
33 42 16
33 39 16
33 53 16
33 96 8
33 73 9
33 62 15
33 22 17
33 13 11
33 97 1
33 80 13
33 16 16
33 52 7
33 0 11
33 14 14
33 92 11
33 65 14
33 35 4
33 46 5
33 85 1
34 70 2
34 55 16
34 90 5
34 84 7
34 17 10
34 2 6
34 79 18
34 41 5
34 39 0
34 93 17
34 71 8
34 91 18
34 22 9
34 86 13
34 24 1
34 77 15
34 3 14
34 29 1
34 7 8
34 37 5
34 65 10
34 51 11
34 30 10
34 82 9
34 63 8
34 52 2
34 23 3
34 47 6
34 94 15
34 66 6
34 26 11
34 1 17
34 25 0
34 83 14
34 54 13
34 74 12
34 61 5
34 32 8
34 80 9
34 97 15
34 31 0
34 73 8
34 12 17
34 62 2
34 5 4
34 20 2
34 64 17
34 53 15
35 80 5
35 40 16
35 28 1
35 71 6
35 60 3
35 78 9
35 31 11
35 12 7
35 73 12
35 68 4
35 27 3
35 26 3
35 21 6
35 22 16
35 15 8
35 56 11
35 0 15
35 70 11
35 13 6
35 37 17
35 17 7
35 75 10
36 1 14
36 93 11
36 96 13
36 94 11
36 72 4
36 37 14
36 58 7
36 26 12
36 43 1
36 42 1
36 81 6
36 13 17
37 40 1
37 73 14
37 95 5
37 36 16
37 21 9
37 0 17
37 16 5
37 28 7
37 3 5
37 67 16
37 17 11
37 71 16
37 19 0
37 27 18
37 20 7
37 35 15
37 76 10
37 51 12
37 48 2
37 10 9
37 42 10
37 89 7
37 45 5
37 57 4
37 11 14
37 6 12
37 60 2
37 1 7
37 38 17
37 44 14
37 87 14
37 26 11
37 54 18
37 43 0
37 85 3
37 58 17
37 82 11
37 30 4
37 7 18
37 25 16
37 53 4
37 41 14
37 72 12
37 77 2
37 13 1
37 23 9
37 79 16
37 24 5
37 22 8
37 74 11
37 75 10
37 4 9
37 18 13
37 69 4
37 2 12
37 70 15
37 78 17
37 92 5
37 81 11
37 55 1
37 65 16
37 39 18
37 9 2
37 94 15
37 49 15
37 97 0
37 86 17
37 56 1
38 85 3
38 71 15
38 3 10
38 15 13
38 66 1
38 13 15
38 19 14
38 17 14
38 27 6
38 80 18
38 68 9
38 76 1
38 83 16
38 55 17
38 77 7
38 1 8
38 58 15
38 32 18
38 45 17
38 57 9
38 40 3
38 64 2
38 44 4
38 75 8
38 22 10
38 54 2
38 43 14
38 31 6
38 5 17
38 21 3
38 96 12
38 78 11
38 63 3
38 2 8
38 37 5
38 14 15
38 95 0
38 49 1
38 28 1
38 9 4
38 23 16
38 72 12
38 61 0
38 65 14
38 60 7
38 56 16
38 20 15
38 79 5
38 39 13
38 36 9
38 34 6
38 10 17
38 59 6
38 82 9
38 8 8
38 29 15
38 97 16
38 7 8
39 66 1
39 54 5
39 96 5
39 9 18
39 70 1
39 33 0
39 45 3
39 29 18
39 0 5
39 43 8
39 59 18
39 89 9
39 17 6
39 57 12
39 41 0
39 27 0
39 75 7
39 71 12
39 18 12
39 23 1
39 44 17
39 30 0
39 97 9
39 74 15
39 22 18
39 4 11
39 1 13
39 69 10
39 85 1
39 64 17
39 62 4
39 95 0
39 37 8
39 35 8
39 32 0
39 40 8
39 12 16
39 49 18
39 38 11
39 94 0
39 50 14
39 65 9
39 13 14
39 6 5
39 78 14
39 5 8
39 34 3
39 72 4
39 51 16
39 36 11
39 81 4
39 58 15
39 79 12
39 76 0
39 77 7
39 83 6
40 63 18
40 93 14
40 81 15
40 1 8
40 14 5
40 87 6
40 91 12
40 74 18
40 28 6
40 62 6
40 76 18
40 29 0
40 45 17
40 39 14
40 56 15
40 22 16
40 19 13
40 13 13
40 38 15
40 69 3
40 21 3
40 53 6
40 44 15
40 70 1
40 86 1
40 31 0
40 10 4
40 2 6
40 47 2
40 35 2
40 41 15
40 25 18
40 16 14
40 57 16
40 6 8
40 66 1
40 7 13
40 0 16
40 67 15
40 17 8
40 24 10
40 96 18
40 4 7
40 27 10
40 49 14
40 54 14
40 83 12
40 34 11
40 71 0
40 95 5
40 36 5
40 68 6
40 3 2
40 79 9
40 5 5
40 50 8
40 58 16
40 30 4
40 78 14
40 26 4
40 12 12
40 75 6
40 23 15
40 20 2
40 60 7
40 59 4
40 9 2
40 48 13
40 37 11
40 55 0
40 42 5
40 77 15
40 97 5
40 32 1
40 92 3
40 15 13
40 61 18
40 65 11
40 8 17
40 51 3
40 11 18
40 52 13
40 73 0
40 46 10
40 85 13
40 43 12
40 33 2
40 18 1
40 82 5
40 80 17
40 90 7
40 88 15
40 72 2
40 94 0
40 64 1
40 89 3
40 84 5
41 77 11
41 56 10
41 63 11
41 52 11
41 27 12
41 7 18
41 33 12
41 39 2
41 49 17
41 28 1
41 43 14
41 91 3
41 5 4
41 8 12
41 37 16
41 15 6
41 50 13
41 20 1
41 51 7
41 67 7
41 64 6
41 38 11
41 22 9
41 70 16
41 61 10
41 26 3
41 23 0
41 29 3
41 81 12
41 0 9
41 53 17
41 94 8
41 80 17
41 79 18
41 92 7
41 32 15
41 17 10
41 73 9
41 42 17
41 86 5
41 4 14
41 88 6
41 31 7
41 93 5
41 74 8
41 1 15
41 47 9
41 78 17
41 90 17
41 59 7
41 6 16
41 69 4
41 87 9
41 12 16
41 48 8
42 41 7
42 25 10
42 39 5
43 32 6
43 62 3
43 89 18
43 83 4
43 7 18
43 8 10
43 36 5
43 45 5
43 20 2
43 33 13
43 72 11
43 30 7
43 78 7
43 12 16
43 59 0
43 58 18
43 6 16
43 86 16
43 4 18
43 92 3
43 37 3
43 63 16
43 53 11
43 23 9
43 61 11
43 39 17
43 14 12
43 48 6
43 52 8
43 85 4
44 89 0
44 5 2
44 31 10
44 22 11
44 16 4
44 83 2
44 7 2
44 63 9
44 81 17
44 76 15
44 51 4
45 15 6
45 90 10
45 4 14
45 48 8
45 62 10
45 30 9
45 95 8
45 76 5
45 36 9
45 18 13
45 56 17
45 24 8
45 69 9
45 22 18
45 27 9
45 31 18
45 41 11
45 77 5
45 33 13
45 53 4
45 23 1
45 66 6
45 68 8
45 29 17
45 73 11
45 52 14
45 3 4
45 2 8
45 64 7
45 8 12
45 6 13
45 59 5
45 55 7
45 34 18
45 93 5
45 72 2
45 21 11
45 14 8
45 85 7
45 13 15
45 97 0
45 96 9
45 5 2
45 37 4
45 12 5
45 65 1
45 25 13
45 67 11
45 78 10
45 42 4
45 17 15
45 39 5
45 49 7
45 44 8
45 35 11
45 28 7
45 19 7
45 51 6
45 47 8
45 94 16
45 58 8
45 79 15
45 82 15
45 26 5
45 1 5
45 16 8
45 40 13
45 7 14
45 89 12
45 10 17
45 70 11
45 91 0
45 92 13
45 63 10
45 75 16
45 81 6
46 79 4
46 89 9
46 8 5
46 5 1
46 80 18
46 70 8
46 39 2
46 13 0
46 48 0
46 36 5
46 7 15
46 96 5
46 43 18
46 73 15
46 74 13
46 24 14
46 67 2
46 14 14
46 62 5
46 33 11
46 83 2
46 17 17
46 90 14
46 53 16
46 63 17
46 37 13
46 52 4
46 47 0
46 71 5
46 12 6
46 51 2
46 97 14
46 11 9
46 41 10
46 9 5
46 1 16
47 27 11
47 71 17
47 36 13
47 53 8
47 33 16
47 20 0
47 3 0
47 39 12
47 6 2
47 10 1
47 73 14
47 19 18
47 79 16
47 40 12
47 81 18
47 48 15
47 37 11
47 45 6
47 7 9
47 62 5
47 11 3
47 54 17
47 41 14
47 49 14
47 88 1
47 50 18
47 55 13
47 97 5
47 80 17
47 69 15
47 0 13
47 67 6
47 83 0
47 75 15
47 51 15
47 59 13
47 90 14
47 26 1
47 93 9
47 22 15
47 91 8
47 77 7
47 4 0
47 63 18
47 76 11
47 43 10
47 72 8
47 64 16
47 70 3
47 57 4
47 30 5
47 9 16
47 89 10
47 60 2
47 15 18
47 38 15
47 13 17
47 78 0
47 85 10
47 8 17
47 34 11
47 61 16
48 4 5
48 1 12
48 13 7
48 3 3
48 61 5
48 62 1
48 0 17
48 93 17
48 22 14
48 55 12
48 12 18
48 46 17
48 68 7
48 40 14
48 27 11
48 54 3
48 64 0
48 8 5
48 47 13
48 66 7
48 29 0
48 36 9
48 9 5
48 21 8
48 89 17
48 77 14
48 10 7
49 65 10
49 56 12
49 89 8
49 27 4
49 61 1
49 58 7
49 70 13
49 17 9
49 86 4
49 35 12
49 23 10
49 24 5
49 6 17
49 77 16
49 1 2
49 76 5
49 3 10
49 46 0
49 83 8
49 71 14
49 26 6
49 57 13
49 31 6
49 21 9
49 30 11
49 16 0
49 29 12
49 39 5
49 36 18
49 44 11
49 95 8
49 12 4
49 38 2
49 55 17
49 7 1
49 81 14
50 76 0
50 90 1
50 70 9
50 47 9
50 20 2
50 69 13
50 68 13
50 79 4
50 3 10
50 38 5
50 31 1
50 86 1
50 0 18
50 78 12
50 67 0
50 27 0
50 32 9
50 84 2
50 35 6
50 64 16
50 63 9
50 73 17
50 96 17
50 92 7
50 40 7
50 45 7
50 85 4
50 83 14
50 10 9
50 52 9
50 36 10
50 37 1
50 17 8
50 97 8
50 29 17
50 15 5
50 33 9
50 49 16
50 93 4
50 39 14
50 12 18
50 6 10
50 8 7
50 42 17
50 61 5
50 87 10
50 56 14
50 51 13
50 41 10
50 55 0
50 13 10
50 81 17
50 54 16
50 48 7
50 46 8
50 7 7
50 75 15
50 2 0
50 72 5
50 24 10
50 18 5
50 30 15
50 59 8
50 53 5
50 44 12
50 71 15
50 34 16
50 58 10
50 23 10
50 26 3
50 88 6
50 16 12
50 11 12
50 89 18
50 95 13
50 60 0
50 77 12
50 94 8
50 21 13
50 22 10
50 62 1
50 82 3
50 65 16
50 14 18
50 91 14
50 1 18
50 43 12
50 5 8
50 25 6
51 10 2
51 34 0
51 20 17
51 79 3
51 29 18
51 23 0
51 93 6
51 95 18
51 77 5
51 81 18
51 46 16
51 41 15
51 82 2
51 24 13
51 16 14
51 17 10
51 25 0
51 37 6
51 8 9
51 18 1
51 63 14
51 53 9
51 4 3
51 76 9
51 55 11
51 87 0
51 65 12
51 0 14
